Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,Brand,Category,Intent,Has_Local_Modifier
orange hire thornton,1,1,70,8,3.34,https://www.orangehire.com.au/branch/newcastle-branch,17,0.47,56,0.26,2480000,"81,63,81,45,63,63,81,100,100,81,45,36",2025-11-27,"Knowledge panel, Sitelinks, Image, Ads bottom, Related searches","informational, transactional",Organic,Orange Hire,Uncategorized,Transactional,False
orange hire thornton,2,2,70,8,3.34,https://www.orangehire.com.au/,9,0.24,30,0.26,2480000,"81,63,81,45,63,63,81,100,100,81,45,36",2025-11-27,"Knowledge panel, Sitelinks, Image, Ads bottom, Related searches","informational, transactional",Organic,Orange Hire,Uncategorized,Transactional,False
anti gawk screens,2,2,70,5,1.21,https://www.orangehire.com.au/products/barriers/anti-gawk-screens,5,0.13,6,0.06,58000,"100,100,63,63,63,45,63,63,81,63,63,63",2025-09-10,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic,Orange Hire,Uncategorized,Commercial,False
what is dry hire and wet hire,3,3,70,3,0.0,https://www.orangehire.com.au/dry-hire,1,0.02,0,0.02,30400000,"100,100,27,100,45,18,27,100,100,27,36,36",2025-09-03,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview","commercial, informational",Organic,Orange Hire,Uncategorized,Transactional,False
hire roller,3,3,70,12,0.91,https://www.orangehire.com.au/products/compaction,1,0.02,0,0.57,35800000,"100,9,9,9,9,9,15,9,9,21,15,15",2025-09-01,"Local pack, Image pack, Sitelinks, People also ask, Related searches",commercial,Organic,Orange Hire,Uncategorized,Transactional,False
knuckle boom excavator,3,3,70,6,1.26,https://www.orangehire.com.au/equipment-for-sale/kobelco-sk135sr-3-13-5t-off-set-boom-excavator-knuckle,1,0.02,1,0.1,926000,"35,64,50,50,50,35,35,64,28,35,28,78",2025-09-11,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic,Orange Hire,General Equipment,Commercial,False
orange hire thornton,3,3,70,8,3.34,https://www.orangehire.com.au/contact-us,5,0.13,16,0.26,2480000,"81,63,81,45,63,63,81,100,100,81,45,36",2025-11-27,"Knowledge panel, Sitelinks, Image, Ads bottom, Related searches","informational, transactional",Organic,Orange Hire,Uncategorized,Transactional,False
excavator attachment hire,4,4,70,6,2.35,https://www.orangehire.com.au/products/attachments,4,0.11,9,0.48,1290000,"78,28,50,50,50,35,78,64,64,64,50,50",2025-09-11,"Image pack, Video, Related searches",commercial,Organic,Orange Hire,General Equipment,Transactional,False
steel plate hire,4,4,70,17,7.55,https://www.orangehire.com.au/products/roads-traffic/steel-road-plates,2,0.05,15,0.66,21100000,"23,23,19,14,14,23,19,19,23,19,100,80",2025-11-28,"Local pack, Sitelinks, Video, Ads bottom, Related searches",commercial,Organic,Orange Hire,Uncategorized,Transactional,False
roller hire melbourne,4,4,70,7,3.19,https://www.orangehire.com.au/branch/melbourne-branch/roller-dry-hire-melbourne,2,0.05,6,0.26,10,"7,7,7,7,7,7,7,42,42,7,80,100",2025-11-16,"Local pack, Sitelinks, Related searches",commercial,Organic,Orange Hire,Uncategorized,Transactional,True
digger attachment hire,5,5,70,12,2.35,https://www.orangehire.com.au/products/attachments,2,0.05,4,0.48,826000,"100,18,63,63,63,18,100,63,63,81,63,63",2025-09-06,"Local pack, Video, Related searches, AI overview",commercial,Organic,Orange Hire,General Equipment,Transactional,False
auger rental,5,5,70,15,0.95,https://www.orangehire.com.au/products/attachments/auger-drives-extensions,3,0.08,2,0.41,12000000,"14,19,52,52,19,33,33,33,33,33,33,23",2025-09-01,"Local pack, Sitelinks, Video, Related searches, AI overview",informational,Organic,Orange Hire,Uncategorized,Transactional,False
attachment hire,5,5,70,6,1.8,https://www.orangehire.com.au/products/attachments,3,0.08,5,0.2,10,"11,11,11,23,41,29,41,41,41,29,100,82",2025-11-25,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",commercial,Organic,Orange Hire,Uncategorized,Transactional,False
10 tonne excavator,5,5,70,8,0.89,https://www.orangehire.com.au/products/excavators/10t-excavator,2,0.05,1,0.59,9710000,"50,50,50,50,64,50,50,64,50,50,50,50",2025-09-01,"Image pack, Video, People also ask, Related searches","commercial, informational",Organic,Orange Hire,General Equipment,Commercial,False
equipment hire newcastle nsw,5,5,70,14,1.56,https://www.orangehire.com.au/branch/newcastle-branch,1,0.02,1,0.63,10,"45,81,45,27,36,63,81,81,81,36,100,100",2025-11-06,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,Orange Hire,General Equipment,Transactional,True
auger drill rental,5,5,70,11,0.95,https://www.orangehire.com.au/products/attachments/auger-drives-extensions,2,0.05,1,0.41,1590000,"14,14,78,78,14,35,50,50,50,50,50,35",2025-09-04,"Local pack, Image pack, Video, Related searches, AI overview",informational,Organic,Orange Hire,Uncategorized,Transactional,False
what is wet hire and dry hire,6,6,70,2,0.0,https://www.orangehire.com.au/dry-hire,0,0.0,0,0.03,21200000,"6,34,12,15,15,15,53,15,15,15,34,34",2025-10-29,"Sitelinks, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic,Orange Hire,Uncategorized,Transactional,False
excavator auger hire,6,6,70,9,1.42,https://www.orangehire.com.au/products/attachments/auger-drives-extensions,2,0.05,2,0.69,486000,"35,35,50,50,35,28,78,28,100,35,50,35",2025-09-03,"Local pack, Image pack, Video, Related searches",commercial,Organic,Orange Hire,General Equipment,Transactional,False
wet hire and dry hire,6,6,70,1,0.7,https://www.orangehire.com.au/dry-hire,1,0.02,0,0.03,21000000,"26,26,19,26,26,19,19,19,19,19,26,34",2025-09-06,"Image pack, Sitelinks, People also ask, Related searches, AI overview","commercial, informational",Organic,Orange Hire,Uncategorized,Transactional,False
orange hire thornton,6,6,70,8,3.34,https://www.orangehire.com.au/wp-content/uploads/2020/09/Orange-Hire-2024-Brochure-1.pdf,2,0.05,6,0.26,2480000,"81,63,81,45,63,63,81,100,100,81,45,36",2025-11-27,"Knowledge panel, Sitelinks, Image, Ads bottom, Related searches","informational, transactional",Organic,Orange Hire,Uncategorized,Transactional,False
wet and dry hire,6,6,70,1,0.7,https://www.orangehire.com.au/dry-hire,1,0.02,0,0.03,35200000,"63,81,45,63,63,45,45,63,63,45,100,63",2025-08-24,"Image pack, Sitelinks, People also ask, Related searches, AI overview",commercial,Organic,Orange Hire,Uncategorized,Transactional,False
hire equipment sydney,6,6,70,51,2.02,https://www.orangehire.com.au/,1,0.02,2,0.32,12800000,"23,23,41,29,11,41,64,41,41,41,52,5",2025-12-08,"Local pack, Sitelinks, Image, Ads bottom, Related searches",commercial,Organic,Orange Hire,Uncategorized,Transactional,True
track skid steer for sale,6,6,70,6,0.46,https://www.orangehire.com.au/equipment-for-sale/track-loaders-skid-steers,2,0.05,0,1.0,6460000,"23,41,41,41,41,29,41,41,52,52,41,29",2025-09-09,"Image pack, Video, Image, Popular products, Related searches",transactional,Organic,Orange Hire,Uncategorized,Commercial,True
telehandler for hire,6,6,70,12,2.8,https://www.orangehire.com.au/products/telehandlers-forklifts,0,0.0,0,0.75,1270000,"17,100,52,52,17,23,29,41,29,100,29,29",2025-09-02,"Local pack, Image pack, Video, People also ask, Related searches",commercial,Organic,Orange Hire,Uncategorized,Transactional,False
excavator hire in my area,6,6,70,14,0.0,https://www.orangehire.com.au/products/excavators,0,0.0,0,0.0,6,"100,7",2025-11-18,"Local pack, Sitelinks, Image, People also ask, Related searches, AI overview",commercial,Organic,Orange Hire,General Equipment,Transactional,False
do you need an excavator licence,7,7,70,15,0.0,https://www.orangehire.com.au/excavator-license-requirements,1,0.02,0,0.0,2790000,"2,2,2,2,3,7,7,12,12,10,29,12",2025-08-29,"Image pack, Video, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic,Orange Hire,General Equipment,Commercial,False
posi track hire near me,7,7,70,5,1.6,https://www.orangehire.com.au/products/loaders,1,0.02,1,0.7,100,"100,100,100,45,36,63,63,36,63,45,45,63",2025-09-03,"Local pack, Sitelinks, Video, Related searches",transactional,Organic,Orange Hire,Uncategorized,Transactional,True
ground compactor hire,7,7,70,9,0.32,https://www.orangehire.com.au/products/attachments/compaction-plate,1,0.02,0,0.42,826000,"63,63,81,63,63,63,63,63,63,63,100,81",2025-09-08,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic,Orange Hire,Uncategorized,Transactional,False
orange rentals australia,8,8,70,24,1.02,https://www.orangehire.com.au/,0,0.0,0,0.32,84,"0,18,100,100,18,18,100,100,100,45,36,100",2025-09-07,"Knowledge panel, Sitelinks, Related searches",navigational,Organic,Orange Hire,Uncategorized,Transactional,False
dump truck hire brisbane,8,8,70,7,0.0,https://www.orangehire.com.au/products/dumpers/3-5t-site-dumper,1,0.02,0,0.16,200000,"7,7,7,7,7,42,42,42,7,7,80,100",2025-12-10,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,Orange Hire,Uncategorized,Transactional,True
tipper truck rental,8,8,70,20,1.4,https://www.orangehire.com.au/products/vehicles-trailers-carts/tipper-trucks,1,0.02,1,0.66,2010000,"3,4,4,4,4,2,4,5,6,4,6,2",2025-09-06,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,Orange Hire,Uncategorized,Transactional,False
orange hire thornton,8,8,70,8,3.34,https://www.orangehire.com.au/around-the-grounds-current-projects-in-the-hunter-region,1,0.02,3,0.26,2480000,"81,63,81,45,63,63,81,100,100,81,45,36",2025-11-27,"Knowledge panel, Sitelinks, Image, Ads bottom, Related searches","informational, transactional",Organic,Orange Hire,Uncategorized,Transactional,False
rock grabber,8,8,70,0,1.45,https://www.orangehire.com.au/products/attachments/rock-grabs/hydraulic-rock-grab,1,0.02,1,0.95,284000000,"63,63,81,63,45,63,81,45,63,63,45,63",2025-09-05,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic,Orange Hire,Uncategorized,Commercial,False
portable rental toilet,8,8,70,9,1.02,https://www.orangehire.com.au/products/fencing-portables/portable-toilets,0,0.0,0,0.59,24000000,"0,9,33,33,33,33,33,33,52,100,23,33",2025-11-26,"Local pack, Sitelinks, Popular products, Related searches",commercial,Organic,Orange Hire,Mobile Storage/Containers,Transactional,False
excavator arm,8,8,70,13,0.0,https://www.orangehire.com.au/excavators-101-excavator-components,0,0.0,0,0.02,8900000,"18,18,5,5,5,6,18,5,11,18,6,23",2025-12-02,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic,Orange Hire,General Equipment,Commercial,False
graders for hire,9,9,70,13,1.42,https://www.orangehire.com.au/products/graders,0,0.0,0,0.34,4980000,"4,0,14,19,33,19,33,42,33,23,100,80",2025-12-15,"Local pack, Video, Ads bottom, People also ask, Related searches, AI overview",commercial,Organic,Orange Hire,Uncategorized,Transactional,False
kubota 5.5 ton excavator price,9,9,70,6,0.54,https://www.orangehire.com.au/equipment-for-sale/excavators-equipment-for-sale/kubota-u55-4g-5-5t-excavator,0,0.0,0,0.87,176000,"63,63,63,81,100,45,63,45,63,63,63,100",2025-11-27,"Video, People also ask, Related searches, AI overview",commercial,Organic,Orange Hire,General Equipment,Transactional,False
Client J australia pty ltd,9,9,70,25,5.72,https://www.orangehire.com.au/client-j-acquires-orange-hire-a-new-chapter-in-hire-excellence,0,0.0,0,0.13,10,"50,28,35,28,28,35,50,50,35,100,100,64",2025-11-18,"Knowledge panel, Video, Ads bottom, Related searches, AI overview",informational,Organic,Orange Hire,Uncategorized,Transactional,False
orange hire thornton,9,9,70,8,3.34,https://www.orangehire.com.au/category/case-studies,1,0.02,3,0.26,2480000,"81,63,81,45,63,63,81,100,100,81,45,36",2025-11-27,"Knowledge panel, Sitelinks, Image, Ads bottom, Related searches","informational, transactional",Organic,Orange Hire,Uncategorized,Transactional,False
concrete road barriers,9,9,70,5,1.33,https://www.orangehire.com.au/how-to-choose-the-right-concrete-road-barriers-for-your-project,1,0.02,1,0.39,47100000,"81,63,81,63,63,45,36,36,63,45,63,100",2025-09-10,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic,Orange Hire,Uncategorized,Commercial,False
double o rentals,10,10,70,33,0.0,https://www.orangehire.com.au/branch/melbourne-branch,0,0.0,0,0.01,46700000,"100,18,18,18,100,100,100,18,18,45,63,100",2025-12-19,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic,Orange Hire,Uncategorized,Transactional,False
digger rental,10,10,70,18,1.15,https://www.orangehire.com.au/branch/dry-hire-in-brisbane/excavator-dry-hire-in-brisbane,0,0.0,0,0.37,7590000,"18,18,100,18,18,100,100,18,100,63,63,100",2025-09-02,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic,Orange Hire,General Equipment,Transactional,False
digger for hire near me,10,10,70,17,1.76,https://www.orangehire.com.au/branch/dry-hire-in-brisbane/excavator-dry-hire-in-brisbane,0,0.0,0,0.42,3530000,"63,45,45,63,45,63,63,81,63,81,63,100",2025-09-02,"Local pack, Sitelinks, Video, Related searches",transactional,Organic,Orange Hire,General Equipment,Transactional,True
temporary traffic lights hire,10,10,70,3,0.0,https://www.orangehire.com.au/products/roads-traffic/tripod-mounted-traffic-lights,1,0.02,0,0.17,11200000,"45,45,45,45,63,63,100,81,63,45,63,63",2025-08-25,"Image pack, Video, Related searches, AI overview",informational,Organic,Orange Hire,Uncategorized,Transactional,False
orange hire thornton,10,10,70,8,3.34,https://www.orangehire.com.au/equipment-for-sale,1,0.02,3,0.26,2480000,"81,63,81,45,63,63,81,100,100,81,45,36",2025-11-27,"Knowledge panel, Sitelinks, Image, Ads bottom, Related searches","informational, transactional",Organic,Orange Hire,Uncategorized,Transactional,False
melbourne excavator hire,10,10,70,29,2.12,https://www.orangehire.com.au/branch/melbourne-branch/excavator-dry-hire-melbourne,0,0.0,0,0.27,202000,"50,35,35,35,50,78,50,64,7,64,100,78",2025-09-04,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,Orange Hire,General Equipment,Transactional,True
site dumpers,10,10,70,3,0.34,https://www.orangehire.com.au/products/dumpers/10t-site-dumper,0,0.0,0,0.51,2760000,"11,11,11,17,11,41,17,82,52,23,100,100",2025-11-28,"Video, Video Carousel, Related searches",commercial,Organic,Orange Hire,Uncategorized,Commercial,False
auger drill rental,10,10,70,11,0.95,https://www.orangehire.com.au/products/attachments/auger-drives-extensions/auger-drills,1,0.02,0,0.41,1590000,"14,14,78,78,14,35,50,50,50,50,50,35",2025-09-04,"Local pack, Image pack, Video, Related searches, AI overview",informational,Organic,Orange Hire,Uncategorized,Transactional,False
bog mats hire,11,11,70,2,1.1,https://www.orangehire.com.au/products/roads-traffic/track-mats,0,0.0,0,0.87,236000,"15,26,26,26,26,26,34,34,34,34,42,42",2025-12-19,Related searches,informational,Organic,Orange Hire,Uncategorized,Transactional,False
10 tonne digger,11,11,70,11,0.99,https://www.orangehire.com.au/products/excavators/10t-excavator,0,0.0,0,0.61,4720000,"63,63,63,63,63,63,63,63,63,45,45,36",2025-09-03,"Image pack, Video, People also ask, Related searches",informational,Organic,Orange Hire,General Equipment,Commercial,False
used equipment for sale,11,11,70,17,0.49,https://www.orangehire.com.au/equipment-for-sale,0,0.0,0,0.82,876000000,"9,33,9,9,42,9,9,42,33,9,100,100",2025-11-28,"Local pack, Sitelinks, Image, Popular products, Related searches",transactional,Organic,Orange Hire,Uncategorized,Commercial,True
portable restroom hire,11,11,70,23,1.16,https://www.orangehire.com.au/products/fencing-portables/portable-toilets,0,0.0,0,0.67,13500000,"0,0,100,0,0,0,0,0,0,0,0,0",2025-12-16,"Local pack, Sitelinks, Related searches",commercial,Organic,Orange Hire,Mobile Storage/Containers,Transactional,False
dingo hire townsville qld,12,12,70,20,0.39,https://www.orangehire.com.au/branch/townsville-branch,0,0.0,0,0.23,36000,"52,41,41,41,41,41,41,29,41,41,41,41",2025-09-10,"Local pack, Image pack, Video, Image, Related searches",commercial,Organic,Orange Hire,Uncategorized,Transactional,True
orange hire thornton,12,12,70,8,3.34,https://www.orangehire.com.au/wp-content/uploads/2020/09/2022-Orange-Hire-Catalogue.pdf,0,0.0,0,0.26,2480000,"81,63,81,45,63,63,81,100,100,81,45,36",2025-11-27,"Knowledge panel, Sitelinks, Image, Ads bottom, Related searches","informational, transactional",Organic,Orange Hire,Uncategorized,Transactional,False
skid steer loader hire,13,13,70,11,1.15,https://www.orangehire.com.au/products/loaders,0,0.0,0,0.42,1560000,"36,36,18,45,36,36,81,81,63,100,81,63",2025-09-11,"Local pack, Image pack, Image, Related searches, AI overview",commercial,Organic,Orange Hire,General Equipment,Transactional,False
yanmar sv100,13,13,70,16,0.86,https://www.orangehire.com.au/equipment-for-sale/yanmar-sv100-10t-excavator-qld,0,0.0,0,0.09,95,"18,100,36,45,36,36,36,100,63,100,100,100",2025-09-02,"Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic,Orange Hire,Uncategorized,Commercial,False
orange hire thornton,13,13,70,8,3.34,https://www.orangehire.com.au/products,0,0.0,0,0.26,2480000,"81,63,81,45,63,63,81,100,100,81,45,36",2025-11-27,"Knowledge panel, Sitelinks, Image, Ads bottom, Related searches","informational, transactional",Organic,Orange Hire,Uncategorized,Transactional,False
